Show,A,Z,N,symb,symb A,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,Total BE MeV,atomic mass, unc, mass excess,unc
0,180,75,105,Re,Re 180,,,0, ,(1)-, ,2.46,3,m,147.6,1.8,EC+B+,100, , , , , , , , ,1.56, , , ,-1479.549,26950,-10889.18,27,3103.1,37,3798.756,21,7324.4,33,3831.2,26,7999.991,119,1439.99838,179950791.568,22965,-45837.359,21392
0,180,76,104,Os,Os 180,,,0, ,0+, ,21.5,4,m,1290,24,EC+B+,100, , , , , , , , , , , , ,-6380.284,27200,-14347.41,19,3858.88,32,1479.549,27,9409.63,23,5062.5,30,7987.425,91,1437.7365,179952379.93,17596,-44357.81,16391
0,180,77,103,Ir,Ir 180,,,0, ,(5+), ,1.5,1,m,90,6,EC+B+,100, , , , , , , , , , , , ,-3541.649,24323,-13780.7,23,4660.44,35,6380.284,27,7967.13,24,2247,27,7947.633,121,1430.57394,179959229.446,23302,-37977.526,21706
0,180,78,102,Pt,Pt 180,5.3891,49,0, ,0+, ,56,3,s,56,3,EC+B+,99.7, ,A,0.3, , , , , , , , , ,-8810.368,11973,-17518.63,16,5237.15,30,3541.649,24,10239.05,14,3643.13,15,7923.611,61,1426.24998,179963031.563,11781,-34435.877,10974
0,180,79,101,Au,Au 180,,,0, , , ,8.4,6,s,8.4,0.6,EC+B+,98.2, ,A,1.8, , , , , , , , , ,-5375.062,13524,-16768.69,28,5827.9,17,8810.368,12,8708.26,13,646.33,9,7870.318,27,1416.65724,179972489.883,5137,-25625.509,4786
0,180,80,100,Hg,Hg 180,,,0, ,0+, ,2.59,1,s,2.59,0.01,EC+B+,52,2,A,48,2, , , , , , , , ,-10863.8,61329,-20053.27,41,6258.5,237,5375.062,14,11393.63,30,2550.85,17,7836.11,70,1410.4998,179978260.249,13579,-20250.447,12649
0,180,81,99,Tl,Tl 180,,,0, ,(5-), ,1.09,1,s,1.09,0.01,EC+B+,94,4,A,6,4,ECSF,0.0032,0.0002, , , , , ,-7445.267,61277,-19508.6,97,6709.4,50,10863.8,61,9189.47,71,-252.52,66,7771.409,333,1398.85362,179989923.019,64423,-9386.647,60010
0,180,82,98,Pb,Pb 180,,,0, ,0+, ,4.1,3,ms,0.0041,0.0003,A,100, , , , , , , , , , , , ,,,,,7418.65,5,7445.267,61,12063.34,77,961.86,41,7725.7,69,1390.626,179997915.842,13307,-1941.38,12396
0,181,69,112,Tm,Tm 181,,,0, , ,GT,160, ,ns,1.6E-07, ,B-N, , ,B-, , , , , , , , , , ,5918,667,1358,667,,,,,5322,780,,,7967,3,1442.027,180962243,640,-35170,596
0,181,70,111,Yb,Yb 181,,,0, , ,GT,160, ,ns,1.6E-07, ,B-, , , , , , , , , , , , , ,3709,324,-2483,306,-655,585,-5918,666,4560,422,10457,585,7996,2,1447.276,180955890,320,-41088,298
0,181,71,110,Lu,Lu 181,,,0, ,(7/2+), ,3.5,3,m,210,18,B-,100, , , , , , , , , , , , ,2605.421,125760,-3089.38,126,247,324,-3709.41,323,6192.38,144,7486,324,8011.929,695,1450.159149,180951908,135000,-44797.41,125752
0,181,72,109,Hf,Hf 181,,,0, ,1/2-, ,42.39,6,d,3662496,5184,B-,100, , , , , , , , , , , , ,1035.48,1834,-6541.27,227,1158.65,144,-2605.421,126,5694.8,7,8015.45,71,8022.002,8,1451.982362,180949110.965,1524,-47402.831,1420
1,181,73,108,Ta,Ta 181,5.3507,34,0, ,7/2+, ,STABLE, , , , , , , , , , , , , , ,2.3705, ,3.17, ,-204.493,1854,-6873.51,185,1520.58,174,-1035.48,199,7576.75,134,5947.93,183,8023.4,8,1452.2354,180947999.331,1506,-48438.311,1403
0,181,74,107,W,W 181,,,0, ,9/2+, ,121.2,2,d,10471680,17280,EC,100, , , , , , , , , , , , ,-1716.427,12629,-10467.78,21,2221.88,40,204.493,2013,6669.02,16,6589.91,229,8017.948,8,1451.248588,180948218.863,1551,-48233.818,1445
0,181,75,106,Re,Re 181,,,0, ,5/2+, ,19.9,7,h,71640,2520,EC+B+,100, , , , , , , , ,3.19, , , ,-2967.428,28275,-10230.9,21,2772.31,13,1716.427,13,8751.35,25,4170.25,13,8004.143,69,1448.749883,180950061.523,13471,-46517.391,12549
0,181,76,105,Os,Os 181,,,0, ,1/2-, ,105,3,m,6300,180,EC+B+,100, , , , , , , , , , , , ,-4086.935,25876,-13643.75,33,3726.85,38,2967.428,28,7263.47,30,5001.58,33,7983.426,140,1445.000106,180953247.188,27201,-43549.963,25338
0,181,77,104,Ir,Ir 181,,,0, ,5/2-, ,4.9,15,m,294,9,EC+B+,100, , , , , , , , , , , , ,-5081.517,14660,-13098.47,12,4381.23,28,4086.935,26,9556.82,22,2394.19,17,7956.523,29,1440.130663,180957634.694,5631,-39463.028,5245
0,181,78,103,Pt,Pt 181,5.3996,41,0, ,1/2-, ,52,22,s,52,2.2,EC+B+,100, ,A,0.08, , , , , ,0.484, , , ,-6510.375,24216,-16827.32,15,5150.03,5,5081.517,15,8016.95,18,3692.96,26,7924.126,76,1434.266806,180963089.927,14695,-34381.511,13689
0,181,79,102,Au,Au 181,,,0, ,(3/2-), ,13.7,14,s,13.7,1.4,EC+B+,97.3,0.5,A,2.7,0.5, , , , , , , , ,-7210,25212,-15692.01,24,5751.37,293,6510.375,24,10316.94,21,724.23,23,7883.835,110,1426.974135,180970079.103,21445,-27871.136,19976
0,181,80,101,Hg,Hg 181,5.4364,32,0, ,1/2-, ,3.6,1,s,3.6,0.1,EC+B+,73,2,A,27,2,ECP,0.013,0.003, ,0.5071, , , ,-7862.401,17876,-19345.81,62,6284.39,4,7210,25,8482.01,20,2324.6,16,7839.679,85,1418.981899,180977819.357,16513,-20661.136,15382
0,181,81,100,Tl,Tl 181,,,0, ,(1/2+), ,3.2,3,s,3.2,0.3,A,10, , , , , , , , , , , , ,-9681.385,75959,-18928.67,15,6321.45,6,7862.401,18,11483.4,61,-162.74,14,7791.918,50,1410.337158,180986259.992,9778,-12798.735,9108
0,181,82,99,Pb,Pb 181,,,0, ,(13/2+), ,45,20,ms,0.045,0.02,A,100, , , , , , , , , , , , ,,,,,7240.28,7,9681.385,76,9247.29,76,1019.67,96,7734.107,417,1399.873367,180996653.386,80957,-3117.35,75411
0,182,70,112,Yb,Yb 182,,,0, ,0+,GT,160, ,ns,1.6E-07, ,B-, , , , , , , , , , , , , ,3060,446,-2094,420,-985,718,,,5803,499,10939,718,7984,2,1453.088,181958325,430,-38820,401
0,182,71,111,Lu,Lu 182,,,0, , , ,2,2,m,120,12,B-,100, , , , , , , , , , , , ,4170,196,-2548,196,-189,446,-3060,446,5154,233,8081,357,7996,1,1455.272,181955040,210,-41880,196
0,182,72,110,Hf,Hf 182,5.3516,36,0, ,0+, ,8900000,9,Y,280856641173869,2840123337713.28,B-,100, , , , , , , , , , , , ,380.425,6274,-5682.51,6,1221.05,12,-4169.508,196,6717.99,6,8541.07,126,8014.837,34,1458.700334,181950563.816,6618,-46049.508,6165
0,182,73,109,Ta,Ta 182,,,0, ,3-, ,114.74,12,d,9913536,10368,B-,100, , , , , , , , ,3.02, ,2.6, ,1816.126,1399,-6267.43,186,1482.94,257,-380.426,6,6062.94,11,6316.07,184,8012.628,8,1458.298296,181950155.413,1508,-46429.934,1405
1,182,74,108,W,W 182,5.3559,17,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2800,101980,-9799.99,13,1764.26,156,-1816.126,1587,8083.56,160,7096.72,140,8018.308,4,1459.332056,181948205.721,791,-48246.06,738
0,182,75,107,Re,Re 182,,,0, ,7+, ,64.2,5,h,231120,1800,EC+B+,100, , , , , , , , ,2.83, ,4.1, ,-836.955,104276,-9967.41,105,2727,115,2800,102,6999.99,103,4501.21,102,7998.625,560,1455.74975,181951211.645,109483,-45446.06,101983
0,182,76,106,Os,Os 182,,,0, ,0+, ,21.84,20,h,78624,720,EC,100, , , , , , , , , , , , ,-5557.426,30207,-13217.39,22,3372.92,27,836.956,104,9130.46,33,5380.68,25,7989.728,119,1454.130496,181952110.153,23344,-44609.104,21745
0,182,77,105,Ir,Ir 182,5.3705,1061,0, ,3+, ,15,10,m,900,60,EC+B+,100, , , , , , , , ,2.6, ,-1.7, ,-2883.23,24720,-12741.48,25,4176.86,35,5557.425,30,7659.97,22,2790.69,33,7954.894,115,1447.790708,181958076.296,22509,-39051.679,20967
0,182,78,104,Pt,Pt 182,5.3969,41,0, ,0+, ,2.67,12,m,160.2,7.2,EC+B+,99.962,0.002,A,0.038,0.002, , , , , , , , ,-7867.68,24123,-16368.63,24,4950.91,5,2883.23,25,9858.25,19,3994.39,14,7934.754,72,1444.125228,181961171.571,14057,-36168.449,13095
0,182,79,103,Au,Au 182,,,0, ,(2+), ,15.5,4,s,15.5,0.4,EC+B+,99.87,0.05,A,0.13,0.05, , , , ,1.3, , , ,-4723.846,22501,-15710.95,25,5526.2,4,7867.681,24,8500.95,28,1208.23,24,7887.226,111,1435.475132,181969617.874,21749,-28300.768,20260
0,182,80,102,Hg,Hg 182,5.3833,52,0, ,0+, ,10.83,6,s,10.83,0.06,EC+B+,86.2,0.9,A,13.8,0.9, , , , , , , , ,-10248.994,15363,-18849.5,13,5995.68,5,4723.846,23,10987.1,18,2994.76,22,7856.972,54,1429.968904,181974689.132,10510,-23576.922,9790
0,182,81,101,Tl,Tl 182,,,0, ,(7+), ,3.1,10,s,3.1,1,EC+B+,97.5,2.5,A,5, , , , , , , , , ,-6502.815,16927,-18281.89,76,6550.9,6,10248.995,15,8600.51,15,-44.24,19,7796.36,65,1418.93752,181985691.88,12709,-13327.927,11839
0,182,82,100,Pb,Pb 182,5.3788,35,0, ,0+, ,55,5,ms,0.055,0.005,A,98, ,EC+B+,2, , , , , , , , , ,,,,,7065.87,6,6502.815,17,11779.08,76,1315.35,15,7756.332,66,1411.652424,181992672.94,12987,-6825.112,12098
0,183,70,113,Yb,Yb 183,,,0, , ,GE,222, ,ns,2.22E-07, ,B-,100, , , , , , , , , , , , ,4616,408,-1291,446,,,,,4351,566,,,7964,2,1457.412,182962319,430,-35100,401
0,183,71,112,Lu,Lu 183,,,0, ,(7/2+), ,58,4,s,58,4,B-,100, , , , , , , , , , , , ,3566.687,85553,-1737.92,80,-541,509,-4616.11,409,5907,211,8185,408,7984.812,438,1461.220596,182957363,86000,-39716.11,80108
0,183,72,111,Hf,Hf 183,,,0, ,(3/2-), ,1.018,2,h,3664.8,7.2,B-,100, , , , , , , , , , , , ,2010,30000,-4924.18,30,830,198,-3566.686,86,5304.61,31,8692,198,8000.027,164,1464.004941,182953534.004,32241,-43282.796,30034
1,183,73,110,Ta,Ta 183,,,0, ,7/2+, ,5.1,1,d,440640,8640,B-,100, , , , , , , , ,2.36, , , ,1072.783,1413,-5118.05,141,1341.21,5,-2010,30,6934.18,20,6532.26,6,8006.735,8,1465.232505,182951376.18,1523,-45292.796,1419
0,183,74,109,W,W 183,5.3611,20,0, ,1/2-,GE,6.7E+020, ,Y,2.11431404029766E+028, ,A, , , , , , , , , ,0.11778476, , , ,-556,8000,-8990.84,102,1672.41,157,-1072.784,1599,6190.84,4,7224.62,140,8008.322,4,1465.522926,182950224.5,790,-46365.58,737
0,183,75,108,Re,Re 183,,,0, ,5/2+, ,70,14,d,6048000,120960,EC,100, , , , , , , , ,3.16, ,2.1, ,-2145.537,50405,-9271.79,23,2122.83,8,556,8,8434.84,102,4852.49,8,8001.009,44,1464.184647,182950821.39,8624,-45809.58,8034
0,183,76,107,Os,Os 183,,,0, ,9/2+, ,13,5,h,46800,1800,EC+B+,100, , , , , , , , ,-0.794, ,3.1, ,-3460.732,52733,-12683.68,54,3206.17,52,2145.537,50,7126.26,54,5506.95,113,7985.01,272,1461.25683,182953124.719,53420,-43664.043,49760
0,183,77,106,Ir,Ir 183,5.378,1061,0, ,5/2-, ,58,6,m,3480,360,EC+B+,100, , , , , , , , ,2.36, , , ,-4430.824,28923,-12106.18,28,3956.05,35,3460.732,55,9222.95,32,2883.18,33,7961.823,133,1457.013609,182956839.968,26191,-40203.311,24398
0,183,78,105,Pt,Pt 183,5.4038,36,0, ,1/2-, ,6.5,10,m,390,60,EC+B+,100, ,A,0.0096,0.0005, , , , ,0.502, , , ,-5581.004,18168,-15543.04,26,4822.09,9,4430.824,29,7675.36,20,4009.78,26,7933.336,85,1451.800488,182961596.653,16675,-35772.487,15533
0,183,79,104,Au,Au 183,5.4247,43,0, ,(5/2)-, ,42.8,10,s,42.8,1,EC+B+,99.45,0.25,A,0.55,0.25, , , , ,1.972, , , ,-6386.809,11789,-14685.88,14,5465.32,294,5581.004,18,9962.03,22,1312,16,7898.564,51,1445.437212,182967588.108,10116,-30191.483,9423
0,183,80,103,Hg,Hg 183,5.4405,31,0, ,1/2-, ,9.4,7,s,9.4,0.7,EC+B+,88.3,2,A,11.7,2,ECP,0.00026,6E-05, ,0.524, , , ,-7217.417,11716,-18548.06,14,6038.56,4,6386.809,12,8299.07,12,2792.88,21,7859.388,39,1438.268004,182974444.629,7604,-23804.674,7084
0,183,81,102,Tl,Tl 183,,0,0, ,(1/2+), ,6.9,7,s,6.9,0.7,EC+B+,0, ,A, , , , , , ,1.62, , , ,-9012.038,29657,-17833.46,15,5976.39,9,7217.417,12,11330.65,15,299.31,14,7815.673,51,1430.268159,182982192.846,10017,-16587.257,9331
0,183,82,101,Pb,Pb 183,5.3869,30,0, ,(3/2-), ,535,30,ms,0.535,0.03,A,90, , , , , , , , ,-1.158, ,0.6, ,,,,,6928,7,9012.039,30,8821.42,31,1536.26,31,7762.152,154,1420.473816,182991867.668,30221,-7575.218,28151
0,184,70,114,Yb,Yb 184,,,0, ,0+,GT,160, ,ns,1.6E-07, ,B-, , , , , , , , , , , , , ,3872,585,-895,509,,,,,5512,643,,,7951,3,1462.984,183965067,540,-32540,503
0,184,71,113,Lu,Lu 184,,,0, ,(3+), ,19,2,s,19,2,B-,100, , , , , , , , , , , , ,5087,301,-1201,300,-917,585,-3872,585,4767,309,8601,499,7967,2,1465.928,183960910,320,-36412,298
0,184,72,112,Hf,Hf 184,,,0, ,0+, ,4.12,5,h,14832,180,B-,100, , , , , , , , , , , , ,1340,30000,-4277.89,40,676,301,-5087.373,301,6287.89,50,9072.23,89,7990.722,216,1470.292848,183955448.587,42625,-41499.373,39706
0,184,73,111,Ta,Ta 184,,,0, ,(5-), ,8.7,1,h,31320,360,B-,100, , , , , , , , , , , , ,2866,26000,-4545.11,26,1412.06,75,-1340,47,5617.89,26,6845.55,40,7993.752,141,1470.850368,183954010.038,27923,-42839.373,26010
2,184,74,110,W,W 184,5.3658,23,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1485.739,4198,-7967.11,8,1649.06,157,-2866,26,7411.11,13,7701.55,141,8005.077,4,1472.934168,183950933.26,785,-45705.373,731
0,184,75,109,Re,Re 184,,,0, ,3(-), ,35.4,7,d,3058560,60480,EC+B+,100, , , , , , , , ,2.53, ,2.8, ,32.898,4140,-8626.91,50,2288.33,5,1485.739,4,6481.37,9,5143.03,4,7992.75,23,1470.666,183952528.267,4589,-44219.634,4275
0,184,76,108,Os,Os 184,5.3823,22,0, ,0+,GT,56000000000000, ,Y,1.76718785457715E+021, ,2B+, , ,A, , , , , , , , , , ,-4641.682,27957,-12120.54,24,2958.67,164,-32.899,4,8659.81,50,5731.92,8,7988.677,5,1469.916568,183952492.949,887,-44252.533,827
0,184,77,107,Ir,Ir 184,5.3805,1061,0, ,5-, ,3.09,3,h,11124,108,EC+B+,100, , , , , , , , ,0.696, ,2.41, ,-2276.608,31997,-11909.68,32,3801.59,35,4641.682,28,7478.86,37,3235.78,57,7959.198,152,1464.492432,183957476,30000,-39610.851,27945
0,184,78,106,Pt,Pt 184,5.4015,36,0, ,0+, ,17.3,2,m,1038,12,EC+B+,100, ,A,0.001, , , , , , , , , ,-7015.533,27185,-15214.08,18,4598.65,8,2276.608,32,9633.07,22,4419.9,29,7942.574,85,1461.433616,183959920.039,16730,-37334.243,15584
0,184,79,105,Au,Au 184,5.4306,41,0, ,5+, ,20.6,9,s,20.6,0.9,EC+B+,100, ,A,0.016, , , , , ,2.07, ,4.65, ,-3969.745,24442,-14585.35,23,5233.9,5,7015.533,27,8198.54,24,1835.19,27,7900.194,121,1453.635696,183967451.524,23912,-30318.71,22275
0,184,80,104,Hg,Hg 184,5.3949,47,0, ,0+, ,30.87,26,s,30.87,0.26,EC+B+,98.89,0.06,A,1.11,0.06, , , , , , , , ,-9465.723,14200,-17833.03,14,5662,4,3969.745,24,10615.61,12,3446.45,14,7874.367,55,1448.883528,183971713.221,10802,-26348.965,10062
0,184,81,103,Tl,Tl 184,,,0, , , ,10.1,5,s,10.1,0.5,EC+B+,97.9,0.7,A,2.1,0.7, , , , , , , , ,-5831.72,16260,-17379.34,30,6317.35,9,9465.723,14,8367.3,14,367.54,12,7818.671,54,1438.635464,183981875.093,10757,-16883.242,10020
0,184,82,102,Pb,Pb 184,5.393,28,0, ,0+, ,490,25,ms,0.49,0.025,A,80,15,EC+B+,20,15, , , , , , , , ,-12114.59,79153,,,6774.01,3,5831.72,16,11547.62,31,1753.24,16,7782.725,70,1432.0214,183988135.702,13748,-11051.522,12806
0,184,83,101,Bi,Bi 184,,,0, , , ,13,2,ms,0.013,0.002,A,100, , , , , , , , , , , , ,,,,,8024.8,50,12114.59,79,,,-1349.32,83,7712.633,425,1419.124472,184001141.25,83854,1063.068,78110
0,185,70,115,Yb,Yb 185,,,0, , ,GT,160, ,ns,1.6E-07, ,B-, , , , , , , , , , , , , ,5388,585,-159,585,,,,,4031,711,,,7929,3,1466.865,184969404,540,-28500,503
0,185,71,114,Lu,Lu 185,,,0, , ,GT,160, ,ns,1.6E-07, ,B-, , , , , , , , , , , , , ,4432,305,-460,301,-1142,667,-5388,585,5547,422,8637,585,7954,2,1471.49,184963620,320,-33888,298
0,185,72,113,Hf,Hf 185,,,0, , , ,3.5,6,m,210,36,B-,100, , , , , , , , , , , , ,3074.492,65815,-3551.74,69,343,305,-4431.8,305,4891.74,76,9197,305,7973.97,347,1475.18445,184958862,69000,-38319.8,64272
0,185,73,112,Ta,Ta 185,,,0, ,(7/2+), ,49.4,15,m,2964,90,B-,100, , , , , , , , , , , , ,1993.5,14142,-3760.24,14,978.2,127,-3074.493,66,6626.24,30,7183.89,42,7986.36,77,1477.4766,184955561.396,15202,-41394.293,14161
0,185,74,111,W,W 185,,,0, ,3/2-, ,75.1,3,d,6488640,25920,B-,100, , , , , , , , , , , , ,431.234,661,-7239.48,4,1590.12,157,-1993.5,14,5753.74,5,7837.39,26,7992.907,4,1478.687795,184953421.286,786,-43387.793,733
2,185,75,110,Re,Re 185,5.3596,172,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,3.1871, ,2.18, ,-1013.147,419,-7637.81,48,2194.37,150,-431.234,1098,7670.71,4,5402.62,66,7991.009,4,1478.336665,184952958.337,877,-43819.027,818
0,185,76,109,Os,Os 185,,,0, ,1/2-, ,93.6,5,d,8087040,43200,EC,100, , , , , , , , , , , , ,-2470.326,27957,-11266.35,28,3003.02,165,1013.147,1165,6624.66,27,5875.22,4,7981.304,4,1476.54124,184954045.995,891,-42805.88,830
0,185,77,108,Ir,Ir 185,5.3854,1061,0, ,5/2-, ,14.4,1,h,51840,360,EC+B+,100, , , , , , , , ,2.605, ,-2.06, ,-3647.414,38055,-11072.63,32,3756.92,31,2470.327,28,8796.02,40,3371.99,28,7963.722,151,1473.28857,184956698,30000,-40335.553,27945
0,185,78,107,Pt,Pt 185,5.4148,28,0, ,9/2+, ,70.9,24,m,4254,144,EC+B+,100, , , , , , , , ,-0.774, ,4.3, ,-4829.997,25963,-14440.75,34,4436.91,10,3647.413,38,7425.21,30,4366.26,38,7939.777,140,1468.858745,184960613.659,27731,-36688.14,25832
0,185,79,106,Au,Au 185,5.4296,41,0, ,5/2-, ,4.25,6,m,255,3.6,EC+B+,99.74,0.06,A,0.26,0.06, , , , ,2.17, , , ,-5674.477,13886,-13580.5,10,5179.97,5,4829.997,26,9610.75,22,1812.87,16,7909.44,14,1463.2464,184965798.874,2800,-31858.143,2608
0,185,80,105,Hg,Hg 185,5.4397,31,0, ,1/2-, ,49.1,10,s,49.1,1,EC+B+,94,1,A,6,1, , , , ,0.508, , , ,-6425.925,24767,-17371.74,17,5772.93,4,5674.477,14,7906.02,17,3153.93,26,7874.538,74,1456.78953,184971890.676,14641,-26183.666,13639
0,185,81,104,Tl,Tl 185,,0,0, ,(1/2+), ,19.5,5,s,19.5,0.5,EC+B+, , , , , , , , , , , , , ,-8216.521,26249,-16777.54,24,5688.48,5,6425.925,25,10945.82,23,697.75,23,7835.575,112,1449.581375,184978789.191,22194,-19757.741,20674
0,185,82,103,Pb,Pb 185,5.3984,28,0, ,3/2-, ,6.3,4,s,6.3,0.4,A,34,25,EC+B+, , , , , , ,-1.1, , , ,-9305,83,-20675.61,80,6695,5,8216.521,26,8561.02,21,1946.95,19,7786.932,87,1440.58242,184987609.989,17364,-11541.22,16175
0,185,83,102,Bi,Bi 185,,,0, ,1/2+, ,58,4,us,5.8E-05,4E-06,P,90,2,A,10,2, , , , , , , , ,,,,,8138,81,9305.22,83,11370,113,-1527,81,7732,0,1430.42,184997600,87,-2236,81
0,186,71,115,Lu,Lu 186,,,0, , ,GT,160, ,ns,1.6E-07, ,B-, , , , , , , , , , , , , ,6214,404,38,406,,,,,4394,499,8999,643,7935,2,1475.91,185967568,430,-30210,401
0,186,72,114,Hf,Hf 186,,,0, ,0+, ,2.6,12,m,156,72,B-,100, , , , , , , , , , , , ,2183.318,78906,-3101.23,53,-29,404,-6214.21,404,6175.73,82,9825,302,7964.302,275,1481.360172,185960897,55000,-36424.21,51232
0,186,73,113,Ta,Ta 186,,,0, ,(2- 3-), ,10.5,3,m,630,18,B-,100, , , , , , , , , , , , ,3901,60000,-3291.05,60,848,205,-2183.318,79,5284.55,62,7576.7,88,7971.835,323,1482.76131,185958553.111,64425,-38607.528,60012
0,186,74,112,W,W 186,5.3743,26,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-581.442,1244,-6760.82,124,1116.07,6,-3901,60,7192.05,115,8403.21,14,7988.601,7,1485.879786,185954365.215,1300,-42508.528,1212
0,186,75,111,Re,Re 186,,,0, ,1-, ,3.7183,11,d,321261.12,95.04,B-,92.53,0.1,EC,7.47,0.1, , , , ,1.739, ,0.618, ,1072.857,837,-7192.52,45,2077.93,151,581.442,1467,6179.38,17,5828.26,68,7981.269,4,1484.516034,185954989.419,886,-41927.086,826
2,186,76,110,Os,Os 186,5.3909,17,0, ,0+, ,2000000000000000,11,Y,6.3113851949184E+022,3.47126185720512E+022,A,100, , , , , , , , , , , , ,-3827.596,16543,-10735.71,28,2821.2,87,-1072.857,1123,8265.38,88,6469.89,84,7982.831,4,1484.806566,185953837.66,816,-42999.943,761
0,186,77,109,Ir,Ir 186,5.39,1061,0, ,5+, ,16.64,3,h,59904,108,EC+B+,100, , , , , , , , ,3.88, ,-2.55, ,-1307.903,27312,-10555.52,31,3848.8,103,3827.597,17,6908.11,32,3655.44,17,7958.047,89,1480.196742,185957946.754,17740,-39172.346,16526
0,186,78,108,Pt,Pt 186,5.4037,36,0, ,0+, ,2.08,5,h,7488,180,EC+B+,100, ,A,0.00014, , , , , , , , , ,-6149.591,30207,-14077.62,22,4319.75,18,1307.903,27,9247.62,34,4817.86,35,7946.809,117,1478.106474,185959350.846,23344,-37864.443,21745
0,186,79,107,Au,Au 186,5.4354,39,0, ,3-, ,10.7,5,m,642,30,EC+B+,100, ,A,0.0008,0.0002, , , , ,-1.272, ,3.1, ,-3175.756,23987,-13602.5,25,4911.91,14,6149.591,30,7928.03,21,2315.68,33,7909.54,113,1471.17444,185965952.703,22509,-31714.852,20967
0,186,80,106,Hg,Hg 186,5.4017,43,0, ,0+, ,1.38,6,m,82.8,3.6,EC+B+,99.984,0.005,A,0.016,0.005, , , , , , , , ,-8652.484,25209,-16852.67,24,5204.44,10,3175.755,24,10426.75,18,3969.92,12,7888.26,63,1467.21636,185969362.017,12507,-28539.097,11650
0,186,81,105,Tl,Tl 186,,,0, ,(7+), ,27.5,10,s,27.5,1,EC+B+,100, ,A,0.006, , , , , ,0.497, ,0.06, ,-5204.588,25078,-16416.71,28,5989.24,30,8652.484,25,8200.19,30,991.92,26,7837.535,120,1457.78151,185978650.841,24000,-19886.613,22356
0,186,82,104,Pb,Pb 186,5.4027,27,0, ,0+, ,4.82,3,s,4.82,0.03,EC+B+,60,8,A,40,8, , , , , , , , ,-11535.814,20329,-20518,82,6469.98,6,5204.587,25,11212.12,20,2213.26,24,7805.347,61,1451.794542,185984238.196,12199,-14682.026,11363
0,186,83,103,Bi,Bi 186,,,0, ,(3+), ,15,17,ms,0.015,0.0017,A,100, , , , , , , , , , , , ,-7247.186,24870,,,7756.8,12,11535.814,20,8982,83,-1106.04,23,7739.121,91,1439.476506,185996622.402,18096,-3146.212,16857
0,186,84,102,Po,Po 186,,,0, ,0+, ,28,+16-6,us,2.8E-05, ,A,100, , , , , , , , , , , , ,,,,,8501.17,14,7247.186,25,,,952,83,7695.951,98,1431.446886,186004402.577,19630,4100.974,18286
0,187,71,116,Lu,Lu 187,,,0, , ,GT,160, ,ns,1.6E-07, ,B-N, , ,B-, , , , , , , , , , ,5237,499,773,404,,,,,5441,566,,,7922,2,1481.414,186970392,430,-27580,401
0,187,72,115,Hf,Hf 187,,,0, , , , , , , , ,B-,100, , , , , , , , , , , , ,4079,303,-2280,304,-142,499,-5237,500,4464,302,9895,499,7946,2,1485.902,186964770,320,-32817,298
0,187,73,114,Ta,Ta 187,,,0, , , , , , , , ,B-,100, , , , , , , , , , , , ,3008.424,55903,-2458.34,56,395.65,98,-4078.546,303,6359.34,82,7760.31,76,7963.212,299,1489.120644,186960391,60000,-36895.546,55890
0,187,74,113,W,W 187,,,0, ,3/2-, ,24,4,h,86400,14.4,B-,100, , , , , , , , ,0.621, , , ,1312.508,1122,-6048.2,124,953.91,30,-3008.424,56,5466.76,4,8585.41,60,7975.116,6,1491.346692,186957161.323,1300,-39903.97,1212
0,187,75,112,Re,Re 187,5.3698,173,0, ,5/2+, ,43300000000,7,Y,1.36641489469983E+018,2.20898481822144E+016,B-,100, ,A,0.0001, , , , , ,3.2197, ,2.07, ,2.467,2,-6287.85,52,1651.4,154,-1312.508,1418,7360.71,87,5996.92,112,7977.951,4,1491.876837,186955752.288,790,-41216.478,736
1,187,76,111,Os,Os 187,5.3933,18,0, ,1/2-, ,STABLE, , , , , , , , , , , , , , ,0.06465189, , , ,-1669.572,27955,-10117.92,17,2721.72,87,-2.467,1041,6290.32,52,6580.83,87,7973.78,4,1491.09686,186955749.64,790,-41218.945,736
0,187,77,110,Ir,Ir 187,5.3812,1061,0, ,3/2+, ,10.5,3,h,37800,1080,EC+B+,100, , , , , , , , ,0.171, ,0.941, ,-2864.323,36868,-9756.25,35,3835.29,29,1669.573,28,8448.34,32,3838.4,28,7960.668,149,1488.644916,186957542,30000,-39549.372,27945
0,187,78,109,Pt,Pt 187,5.4063,37,0, ,3/2-, ,2.35,3,h,8460,108,EC+B+,100, , , , , , , , ,-0.401, ,-0.99, ,-3657.212,27377,-13041.51,32,4554.08,55,2864.322,37,6891.92,32,4801.67,29,7941.168,129,1484.998416,186960616.976,25816,-36685.05,24048
